,,,,,,,절연 4세트,,,,,,,,,,해연의 피날레 (단조 무기) *(파티 힐러 권장),80/120,공:2200,,파티에 단독으로 불 캐릭터라면 원충:160,
,,,,,,,,,,,,,,,,,,,,,,
,아를레키노,90렙/9렙,"평, ( Q, E )",,,온필드 딜러,공상 4세트,,,,공%,"불원피
 공%",치확 / 치피,치확 / 치피 / 공% / 원마 / 원충,,,붉은 달의 형상 (아를레키노 전무),70/180,공:2300,-,,아를레키노.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,결투의 창 (기행 무기),70/200,공:1800,,,
,,,,,,,검투사 4세트,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,백술창,60/200,공:1700,,,
,,,,,,,,,,,,,,,,,,,,,,
,리니,90렙/9렙,"평, E, Q",,,온필드 딜러,그림자 4세트,,,,공%,불원피,치확 / 치피,치확 / 치피 / 공% / 원충 / 원마 *(증발/융해),,,최초의 대마술 (리니 전무),64/210,공:1800,120,,리니.png
,,,,,,,,,,,,,,,,,고요한 노래 (단조 무기),64/150,공:2000,,,
,데히야,90렙,( E ),,,"A) 온필드 받피감 서포터 / 경면 + 경저 증가 서포터
 (숲기 요원)",A) 천암 4세트,,,,A) 원마,A) 원마,A) 원마,A) 원마 / 치확 / 치피 / HP%,,,제례 대검 *(A) 서포터 세팅),권장 스탯 X,,,A) 성유물 강화는 꽃만 20강 추천,데히야.png
,,,,,,,A) 숲기 4세트,,,,,,,,,,,,,,,
,,90렙/9렙,"E, Q",,,B) 온필드 딜러,B) 1) 절연 4세트,,,,"B) 원충
 공%",B) 불원피,B) 치확 / 치피,B) 치확 / 치피 / 원충 / 공% / HP%,,,갈대 바다의 등대 (데히야 전무) *(B) 온필드 딜러 세팅),70/150,1) 공:1400 HP:24000,"1) 200
2) 160",,
,,,,,,,,,,,,,,,,,,,2) 공:1500 HP:28000,,,
,,,,,,,B) 2) 감로 4세트 *(4돌 이후),,,,,,,,,,아쿠오마루 (한정 무기) *(B) 온필드 딜러 세팅),60/120,1) 공:1500 HP:24000,,,
,,,,,,,,,,,,,,,,,,,2) 공:1700 HP:28000,,,
,요이미야,90렙/9렙,"평, E, ( Q )",,,온필드 딜러,시메 4세트,,,,"공%
 원마",불원피,치확 / 치피,치확 / 치피 / 공% / 원마 / 원충,,,비뢰의 고동 (요이미야 전무),70/200,공:2200,115,,요이미야.png
,,,,,,,제사 4세트,,,,,,,,,,녹슨 활,60/150,공:2100,,,
,호두,90렙/9렙,"평, E, Q",,,온필드 딜러,마녀 4세트 [세팅 기준],,,,"HP%
 원마",불원피,치확 / 치피,치확 / 치피 / HP% / 원마 / 공%,,,호마의 지팡이 (호두 전무),70/200,원마:200 HP:30000 공:1300,-,,호두.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,협만의 노래 (기행 무기),70/190,원마:200 HP:27000 공:900,,,
,,,,,,,그림자 4세트 *(푸리나 필수),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,용학살창,60/150,원마:350 HP:30000 공:800,,,
,,,,,,,,,,,,,,,,,,,,,,
,"클레
#마도",90렙/9렙,"평, Q, E",,,온필드 딜러,마도 4세트 [세팅 기준],,,,"공%
 원마","불원피
 공%",치확 / 치피,치확 / 치피 / 공% / 원마 / 원충,,,사풍 원서,80/140,공:2000,120,파티에 마도 캐릭터 2명 이상 추천,클레.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,그림자 4세트 *(푸리나 필수),,,,,,,,,,음유시인의 악장,80/120,공:1800,,,
,,,,,,,마녀 4세트,,,,,,,,,,,,,,,
,,80렙,X,,,A) 적 방깍 서포터 *(2돌 이후),A) 천암 4세트,,,,,,,,,,제례의 악장 *(A) 서포터 세팅),권장 스탯 X,,,,
,,,,,,,A) 교관 4세트,,,,,,,,,,드래곤 슬레이어 영웅담 *(A) 서포터 세팅),,,,,
,다이루크,90렙/9렙,"E, Q, 평",,,온필드 딜러,마녀 4세트 [세팅 기준],,,,"원마
 공%",불원피,치확 / 치피,치확 / 치피 / 공% / 원마,,,늑대의 말로,70/140,원마:200 공:2100,-,"낙공 메인 딜러일 경우 
 수확의 갈고리 5재가 종결 무기
 그러나 다른 무기도 사용 가능",다이루크.png
,,,,,,,그림자 4세트 *(푸리나 필수),,,,,,,,,,꽃 장식 대검 (이벤트 무기),,원마:300 공:1400,,,
,,,,,,,맹세 4세트 *(낙공),,,,,,,,,,수확의 갈고리 (한정 무기) *(낙공),68/140,원마:200 공:1600,,,
,가명,90렙/9렙,"E, ( Q )",,,온필드 딜러,도금 4세트 [세팅 기준],,,,"원마
 공%",불원피,치확 / 치피,치확 / 치피 / 공% / 원마 / 원충,,,수확의 갈고리 (한정 무기),48/140,원마:300 공:1600,130,"6돌 이후 전투 중 치확 +20
 파티에 한운 편성 시 치확 +4~10을 고려하여
 치확 100이 넘지 않도록 주의",가명.png
,,,,,,,그림자 4세트,,,,,,,,,,이무기 검 (기행 무기),80/130,원마:300 공:1300,,,
,,,,,,,마녀 4세트,,,,,,,,,,빗물 베기,60/120,원마:300 공:1600,,,
,슈브르즈,90렙/8렙,"E, ( Q )",,,"과부하 전용 서포터
 단일 힐러
 파티 힐러 *(6돌)",왕실 4세트,,,,"HP%
 원충",HP%,"HP%
 치유
 치확 *(페보)",HP% / 원충,,,위대한 사막 현자의 대답 (이벤트 무기),-,HP:40000,-,파티를 불/번개 원소 캐릭터로만 구성 권장,슈브르즈.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,잿더미 4세트,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,공의의 보상 (단조 무기),,,,왕실일 경우 원충:160,
,,,,,,,지난날 4세트,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,토마,90렙/8렙,"E, Q",,,보호막 서포터,원충 20% 2세트 / HP 20% 2세트 중 택 2/2세트 [세팅 기준],,,,"원충
 HP%",HP%,"HP%
 치확 *(페보)",HP% / 원충 / 치확 *(페보),,,페보니우스 장창,40/-,HP:30000,200,4돌 이전 원충:220,토마.png
,,,,,,,,,,,,,,,,,,,,,,
,연비,90렙,X,,,A) 보호막 서포터 *(4돌 이후),A) 왕실 4세트,,,,"A) 원충
 HP%",A) HP%,"A) HP%
 치유 *(호박)",A) HP% / 원충,,,"황금 호박 프로토타입 (단조 무기) 
 *(A) 보호막 서포터 세팅)",-,HP:30000,200,,연비.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"드래곤 슬레이어 영웅담 
 *(A) 보호막 서포터 세팅)",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,90렙/9렙,"평, Q, E",,,B) 온필드 딜러,B) 악단 4세트,,,,"B) 원마
 원충 / 공%",B) 불원피,B) 치확 / 치피,B) 치확 / 치피 / 공% / 원충 / 원마,,,음유시인의 악장 *(B) 온필드 딜러 세팅),70/150,공:1200 원마:200,130,,
,,,,,,,,,,,,,,,,,,,,,,
,신염,80렙/8렙,E,,,"A) 보호막 서포터
 온필드 물리 피증 서포터
 적 물리 내깍 서포터 *(4돌 이후)",A) 천암 4세트 [A) 세팅 기준],,,,A) 방%,A) 방%,A) 방%,A) 방% / 원충 / 치확 *(페보),,,페보니우스 대검 *(A) 보호막 서포터 세팅),40/-,방:2800 공:1300,150,육성 추천 X,신염.png
,,,,,,,A) 껍데기 4세트,,,,,,,,,,,,,,,
,,90렙/9렙,"E, 평, Q",,,B) 온필드 딜러,B) 그림자 4세트 *(푸리나 필수) [B) 세팅 기준],,,,B) 공%,"B) 공%
 물리피증",B) 치확 / 치피,B) 치확 / 치피 / 공% / 방% / 원충,,,이무기 검 (기행 무기) *(B) 온필드 딜러 세팅),64/160,공:2000,-,,
,,,,,,,B) 창백 2세트 + 피에 물든 기사도 2세트,,,,,,,,,,,,,,,
,베넷,90렙/9렙,Q,,,"온필드 공증 서포터
 단일 힐러",왕실 4세트,,,,원충,HP%,"치유
 HP%",원충 / HP%,,,천공의 검,-,HP:25000,250,,베넷.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,원목 검 (단조 무기),,,,,
,,,,,,,,,,,,,,,,,,,,,,
,향릉,90렙/9렙,"Q, E",,,오프필드 딜러,절연 4세트,,,,"원충
 공%",불원피,치확 / 치피,치확 / 치피 / 원충 / 공% / 원마,,,「어획」 (낚시 무기),60/120,공:1200,250,파티에 불 캐릭터 2명 이상 추천,향릉.png
,,,,,,,,,,,,,,,,,,,,,,
,엠버,X,X,,,종탄노 요원,왕실 4세트,,,,"원충
 원마
 공%","불원피
 원마",치확 / 치피,원충 / 치확 / 치피 / 공% / 원마,,,종말 탄식의 노래 (한정 무기),-,,230,육성 추천 X,엠버.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,교관 4세트,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"불 원소 
여행자
#밤혼",80렙/8렙,"Q, E",,,잿더미 요원,잿더미 4세트,,,,"원충
 공%","불원피
 공%",치확 / 치피,치확 / 치피 / 공% / 원마 / 원충,,,별빛검 (여행자 전무),80/220,공:1600,200,,불행자.png
,,,,,,,천암 4세트,,,,,,,,,,,,,,,
,푸리나,90렙/9렙,"Q, E",,,"파티 피증 서포터
 오프필드 딜러 *(우시아 상태)
 단일 힐러 *(프뉴마 상태)",극단 4세트 [세팅 기준],,,,"원충
 HP%","HP%
 물원피","치확 / 치피
 HP%",치확 / 치피 / 원충 / HP%,,,고요히 샘솟는 빛 (푸리나 전무),70/180,HP:36000,200,"파티에 힐러 캐릭터 권장 
 (파티 힐러가 더 좋음)",푸리나.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,천암 4세트,,,,,,,,,,페보니우스 검,60/150,HP:35000,,"공격력 딜러를 서포팅하는 경우
 천암 성유물이 더 권장됨",
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"콜롬비나
#달빛 징조
#달빛 반응 전환",90렙/9렙,"E, Q",,,"A) 달빛 반응 전용 서포터
 오프필드 딜러",A) 밤노래 4세트 [A) 세팅 기준],,,,"A) 원충
 HP%",HP%,"치확 / 치피
 HP%",치확 / 치피 / 원충 / HP% / 원마,,,막간의 야상곡 (콜롬비나 전무),A) 85/190,A) HP:30000,A) 180,"파티에 라우마 / 나히다 2돌 / 일루가 편성 시 
 각각 치확 버프 +10/10/5(6돌:10) 고려하여
 치확 100이 넘지 않도록 주의",콜롬비나.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A) 여명 4세트,,,,,,,,,,,B) 45/260,B) HP:34000,B) 140,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A) HP 20% 2세트 / 원충 20% 2세트 중 택 2/2세트,,,,,,,,,,페보니우스 비전 *(A) 서포터 세팅),80/110,HP:35000,180,,
,,,,,,,,,,,,,,,,,,,,,,
,,,"평, E, Q",,,"B) 온필드 딜러
 달빛 반응 전용 서포터",B) 경계 4세트 [B) 세팅 기준],,,,B) HP%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"제사의 옥 (기행 무기)
 *(B) 온필드 딜러 세팅 오버치확 확정)",A) 85/180,A) HP:26000,A) 220,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,B) 45/210,B) HP:33000,B) 140,,
,,,,,,,,,,,,,,,,,,,,,,
,"말라니
#밤혼",90렙/9렙,"E, Q",,,온필드 딜러,흑요석 4세트,,,,"HP%
 원마",물원피,"치확 / 치피
 HP%
 원마",치확 / 치피 / HP% / 원마 / 원충,,,서핑 타임 (말라니 전무),60/240,HP:33000,120,,말라니.png
,,,,,,,,,,,,,,,,,제사의 옥 (기행 무기),60/200,,,,
,,,,,,,,,,,,,,,,,약스체의 고리 (단조 무기),60/150,HP:36000,,,
,,X,X,,,A) 잿더미 요원,A) 잿더미 4세트,,,,,,,,,,드래곤 슬레이어 영웅담 *(A) 서포터 세팅),권장 스탯 X,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,시그윈,90렙/8렙,"E, Q",,,"파티 힐러
 오프필드 E 계수 추가 서포터",지난날 4세트 [세팅 기준],,,,"HP%
 원충",HP%,HP%,HP% / 원충 / 치확 / 치피,,,심금을 울리는 하얀 비 (시그윈 전무),-,HP:55000,-,물공명 + 전무효과 O 기준 HP 65000 목표,시그윈.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,바다의 물든 거대 조개 4세트 [세팅 기준],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,곡궁,,HP:53000,,,
,,,,,,,천암 2세트 + 감로 2세트 [기타 무기들 세팅 기준],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,느비예트,90렙/9렙,"평, Q, E",,,온필드 딜러,그림자 4세트,,,,HP%,"HP%
 물원피","치확 / 치피 
 HP%",치피 / 치확 / HP% / 원충,,,영원히 샘솟는 법전 (느비예트 전무),64/230,HP:37000,130,,느비예트.png
,,,,,,,,,,,,,,,,,제사의 옥 (기행 무기),64/220,HP:35000,,,
,,,,,,,,,,,,,,,,,황금 호박 프로토타입 (단조 무기),64/150,HP:41000,,,
,닐루,90렙/9렙,"( E, Q )",,,개화 전용 서포터,천암 2세트 + 감로 2세트,,,,HP%,HP%,HP%,HP% / HP / 원마 / 원충,,,성현의 열쇠 (닐루 전무),-,HP:70647,"130
A) -",물공명 O 기준 HP 74444 목표,닐루.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,A) HP:56000,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,뱃도랑 장검 (한정 무기),,HP:63000,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,A) 달개화 서포터,A) 교관 4세트 [A) 세팅 기준],,,,,,,,,,,,A) HP:49000,,파티를 물/풀 원소 캐릭터로만 구성 권장,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,고요한 휘파람 (단조 무기),,HP:57000,,,
,,,,,,,A) 밤노래 4세트,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,A) HP:43000,,,
,,,,,,,,,,,,,,,,,,,,,,
,야란,90렙/9렙,"Q, E",,,"오프필드 딜러
 온필드 피증 서포터",절연 4세트,,,,"HP%
 원충","물원피
 HP%","치확 / 치피
 HP%",치확 / 치피 / HP% / 원충,,,약수 (야란 전무),70/220,HP:25000,210,1돌 이후 원충:180,야란.png
,,,,,,,,,,,,,,,,,페보니우스 활,70/140,HP:30000,,,
,"카미사토 
아야토",90렙/9렙,"E, Q",,,온필드 딜러,제사 4세트,,,,공%,물원피,치확 / 치피,치확 / 치피 / 공% / 원충 / HP% / 원마,,,하란 월백의 후츠 (카미사토 아야토 전무),80/180,공:1900,110,,아야토.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,칠흑검 (기행 무기),80/170,공:1800,,,
,,,,,,,검투사 4세트,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,해연의 피날레 (단조 무기) *(힐러 권장),70/140,공:2100,,,
,,,,,,,,,,,,,,,,,,,,,,
,"산고노미야 
코코미",90렙/9렙,"Q, 평, E",,,A) 발사대 / 단일 + 파티 힐러,"A,B) 조개 4세트 [A,B) 세팅 기준]",,,,A) HP%,A) 물원피,A) 치유,"A,B) HP% / 원충",,,"황금 호박 프로토타입 *(A,B) 힐러 세팅)",-,A) HP:38000,150,"매 사이클 원소 폭발 사용 시 원충 :
 황금 호박 프로토타입 5재 - 150
 나머지 무기 - 180",코코미.png
,,,,,,,,,,,,,,,,,,,B) HP:42000,,,
,,,,,,B) 단일 힐러,B) 천암 4세트,,,,"B) HP%
 원충",B) HP%,"B) 치유
 HP%",,,,"드래곤 슬레이어 영웅담 *(A,B) 힐러 세팅)",,A) HP:37000,,,
,,,,,,,B) 교관 4세트,,,,,,,,,,,,B) HP:41000,,,
,,,,,,C) 개화 요원 / 단일 + 파티 힐러,C) 낙원 4세트 [C) 세팅 기준],,,,"C) 원마 
 원충",C) 원마,"C) 원마 
 치유",C) 원마 / 원충 / HP%,,,제례의 악장 *(C) 개화 요원 세팅),,원마:900 HP:21000,130,,
,,,,,,,C) 원마 80pt 2세트 중 택 2/2세트,,,,,,,,,,,,,,,
,타르탈리아,90렙/9렙,"E, Q, 평",,,온필드 딜러,님프 4세트 [세팅 기준],,,,공%,물원피,치확 / 치피,치확 / 치피 / 공% / 원마 / 원충,,,극지의 별 (타르탈리아 전무),70/160,공:1800,-,,타르탈리아.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"물원피 15% 2세트 / 공 18% 2세트 / 
 원마 80pt 2세트 / 왕실 2세트 중 택 2/2세트
 (물원피 15% : 몰락, 님프)",,,,,,,,,,청록의 사냥활 (기행 무기),70/150,공:1600,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,녹슨 활,60/120,공:1900,,,
,,,,,,,,,,,,,,,,,,,,,,
,"모나
#마도",80렙/8렙,"Q, ( E )",,,A) 파티 피증 서포터,"A,B) 왕실 4세트 [세팅 기준]",,,,"원충
 공%","공%
 물원피",치확 / 치피,치확 / 치피 / 원충 / 공%,,,드래곤 슬레이어 영웅담 *(A) 서포터 세팅),60/120,공:1300,200,"파티에 단독으로 물 캐릭터라면 원충:250
 단, 무기가 아래인 경우에는
 - 페보니우스 비전 : 190
 - 황금 호박 프로토타입 : 230
 - 맹세의 눈동자 : 210",모나.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A) 은총 4세트,,,,,,,,,,,,,,,
,,,"Q, 평, E",,,"B) 발사대
 파티 피증 서포터
 증발 반응 피증 서포터 *(마도)",,,,,,,,,,,페보니우스 비전,,공:2000,160,,
,,,,,,,"A,B) 천암 4세트 [세팅 기준]",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"아이노
#달빛 징조",80렙,( Q ),,,달빛 반응 서포터,밤노래 4세트 [세팅 기준],,,,"원마
 원충",원마,"원마
 치확 *(페보)",원마 / 원충 / 치확 *(페보),,,페보니우스 대검,40/-,원마:700,170,4돌 이전 원충 +20,아이노.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,왕실 4세트,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"다른 권장 스탯은 원충이 확보된 후 선택 사항
 교관 성유물은 5성 원충 시계 추천",
,,,,,,,교관 4세트,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,달리아,80렙/8렙,Q,,,"보호막 서포터
 온필드 공속 서포터",왕실 4세트 [세팅 기준],,,,"HP%
 원충",HP%,"HP%
 치확 *(페보)",원충 / HP% / 치확 *(페보),,,페보니우스 검,40/-,HP:40000,200,명함 기준 파티에 물 캐릭터 2명 이상 추천,달리아.png
,,,,,,,잿더미 4세트,,,,,,,,,,,,,,,
,캔디스,90렙,X,,,A) 온필드 일반 공격 피증 서포터,A) 왕실 4세트 [A) 세팅 기준],,,,"A,B) 원충
 HP%","A,B) HP%","A,B) HP%
 치확 *(페보)","A,B) 원충 / HP% / 원마 / 치확 *(페보)",,,서리 숨결 *(A) 서포터 세팅),-,HP:36000,200,"교관 성유물은 원충 정도만 신경 쓰기,
 시계는 5성 원충 시계 사용 권장",캔디스.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,페보니우스 장창 *(A) 서포터 세팅),40/-,,180,,
,,,,,,,"A,B) 교관 4세트",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,B) 개화 요원,,,,,"B) 원마
 원충",B) 원마,B) 원마,B) 원충 / 원마,,,키타인 십자창 (단조 무기) *(B) 개화 요원 세팅),-,원마:600 HP:23000,200,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,B) 도금 4세트 [B) 세팅 기준],,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,행추,90렙/9렙,"Q, E",,,"오프필드 딜러
 받피감 + 경저 증가 서포터",절연 4세트,,,,"공%
 원충",물원피,치확 / 치피,치확 / 치피 / 원충 / 공%,,,제례검,60/120,공:1500,180,6돌 이전 원충 +20,행추.png
,,,,,,,,,,,,,,,,,,,,,,
,바바라,90렙/8렙,"E, Q, ( 평 )",,,A) 단일 + 파티 힐러,A) 조개 4세트,,,,"A) HP%
 원충",A) HP%,"A) 치유
 HP%",A) HP% / 원충,,,황금 호박 프로토타입 (단조 무기),-,A) HP:33000,-,"원소 폭발 사용 시
 원충 요구치 200 이상 필요",바바라.png
,,,,,,,"A,B) 교관 4세트",,,,,,,,,,,,B) 원마:600 HP:25000,,,
,,,,,,"B) 개화 요원
 단일 + 파티 힐러",,,,,"B) 원마
 원충",B) 원마,"B) 원마
 치유",B) 원마 / 원충 / HP%,,,드래곤 슬레이어 영웅담,,A) HP:32000,,"교관 성유물은
A) 세팅 HP / B) 세팅 원마만 최대한 확보",
,,,,,,,B) 낙원 4세트,,,,,,,,,,,,B) 원마:600 HP:25000,,,
,"물 원소
여행자",80렙,X,,,교관 / (숲기) 요원,교관 4세트,,,,HP%,HP%,"HP%
 치확 *(페보)",HP% / 치확 *(페보),,,성현의 열쇠 (닐루 전무),-,HP:38000,-,육성 추천 X,물행자.png
,,,,,,,숲기 4세트,,,,,,,,,,페보니우스 검,60/-,-,,,
,"벤티
#마도",90렙/9렙,"평, Q, E",,,A) 온필드 딜러 *(마도),"A,B) 마도 4세트 [A)세팅 기준]",,,,"공%
 원충",바람원피,치확 / 치피,치확 / 치피 / 공% / 원마 / 원충,,,여명이 트는 역사 (벤티 전무),80/120,공:2000,130,A) 파티에 마도 캐릭터 2명 이상 추천,벤티.png
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,A) 그림자 4세트 *(푸리나 필수),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,녹슨 활 *(A) 온필드 딜러 세팅),70/100,,,,
